funcType,funcTargetType,buffType,buffName,scriptKeys,origScriptKeys,condTarget,functvals,count,top5servants,sources,classification
"addState","enemyAll","selfturnendFunction","Triggers each Turn","","","false","false","1","435","np","long_tail"
"addFieldChangeToField","self","toFieldChangeField","フィールド変化〔地獄〕","","","false","false","1","437","skill","handled"
"addStateShort","ptAll","upCommandall","Buster Up","","","false","false","1","437","skill","handled"
"addStateShort","ptAll","upNpdamage","NP Strength Up","","","false","false","1","437","skill","handled"
"addStateShort","self","attackAfterFunction","Bonus Effect when Attacking","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","437","skill","long_tail"
"addState","self","downTolerance","睡眠耐性ダウン","","","false","false","1","438","passive","cosmetic"
"addState","self","upDefenceNpdamage","宝具威力耐性アップ〔サーヴァント〕","","","false","false","1","439","passive","long_tail"
"addState","self","downTolerance","Mental Debuff Resist Down","","","false","false","1","440","skill","cosmetic"
"addState","enemy","addIndividuality","Apply Trait [Chaotic]","","","false","false","1","440","np","long_tail"
"addState","enemy","addIndividuality","Apply Trait [Evil]","","","false","false","1","440","np","long_tail"
"addStateShort","self","upDamage","威力アップ〔今を生きる人類〕","","","false","false","1","440","passive","handled"
"addStateShort","self","attackAfterFunction","Arts・Buster攻撃時追加効果","","","false","false","1","442","skill","long_tail"
"addStateShort","self","upDamage","威力アップ〔蛇・竜〕","","","false","false","1","442","skill","handled"
"addStateShort","self","upDamage","威力アップ〔エクストラクラス〕","","","false","false","1","444","skill","handled"
"addState","self","guts","Guts","INDIVIDUALITIE|checkIndvType","DisplayPriority|INDIVIDUALITIE|checkIndvType","false","false","1","444","passive","cosmetic"
"addState","self","reactiveDamageGainHp","ダメージ吸収","","","false","false","1","445","skill","cosmetic"
"addStateShort","self","tdTypeChangeBuster","月下","INDIVIDUALITIE","DisplayCardBottomImageName|DisplayPriority|INDIVIDUALITIE","false","false","1","448","skill","handled"
"addStateShort","self","upNpdamage","NP Strength Up","ProgressSelfTurn","ProgressSelfTurn","false","true","1","448","skill","handled"
"addState","self","invincible","Invincible","","","false","true","1","448","skill","cosmetic"
"addStateShort","self","upChagetd","Overcharge Lv. Up","","","false","true","1","448","skill","handled"
"gainHp","self","","","","","false","true","1","448","skill","cosmetic"
"shortenSkill","self","","","","","false","true","1","448","skill","handled"
"addStateShort","self","upCommandall","Quickアップ〔月下〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","448","passive","long_tail"
"addStateShort","self","upCommandall","Artsアップ〔月下〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","448","passive","long_tail"
"addStateShort","self","upCommandall","Busterアップ〔月下〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","448","passive","long_tail"
"addState","fieldOther","addIndividuality","特性付与〔イリヤ〕","","","false","false","1","449","skill","long_tail"
"addStateShort","self","upCriticaldamage","Critical Strength Up","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","449","passive","cosmetic"
"addStateShort","self","commandattackBeforeFunction","","","","false","false","1","449","passive","long_tail"
"addStateShort","enemyAll","downDefence","防御力ダウン〔魅了〕","INDIVIDUALITIE","INDIVIDUALITIE","false","false","1","45","skill","long_tail"
"addStateShort","ptAll","upGrantstate","Mental Debuff Chance Up","","","false","false","1","451","skill","cosmetic"
"addStateShort","ptAll","upDamage","威力アップ〔精神異常〕","","","false","false","1","451","skill","handled"
"displayBuffstring","enemyAll","","","","","false","true","1","451","np","cosmetic"
"addStateShort","enemyAll","downDefenceCriticaldamage","クリティカル威力耐性ダウン","","","false","true","1","451","np","long_tail"
"addState","self","upCriticalRateDamageTaken","Decrease Critical Resistance","","","false","false","1","451","passive","long_tail"
"addState","self","upCriticalStarDamageTaken","Decrease C. Star Drop Resistance","","","false","false","1","451","passive","long_tail"
"addStateShort","ptFull","regainHp","Restore HP Each Turn","INDIVIDUALITIE_OR","INDIVIDUALITIE_OR","false","false","1","451","passive","cosmetic"
"addStateShort","ptFull","regainStar","Gain C. Stars Each Turn","INDIVIDUALITIE_OR","INDIVIDUALITIE_OR","false","false","1","451","passive","cosmetic"
"addStateShort","ptFull","upDropnp","NP Gain Up","INDIVIDUALITIE_OR","INDIVIDUALITIE_OR","false","false","1","451","passive","handled"
"subState","ptOther","","","","","false","true","1","452","skill","long_tail"
"addStateShort","ptOther","regainHp","Restore HP Each Turn","","","false","true","1","452","skill","cosmetic"
"addStateShort","self","upCommandall","Artsアップ〔動物がいる間〕","INDIVIDUALITIE_OR","INDIVIDUALITIE_OR|individualityCondTargetType","false","false","1","452","skill","long_tail"
"addState","self","addIndividuality","納刀体勢","","","false","false","1","453","skill","long_tail"
"addStateShort","enemyAll","downDefenceCriticaldamage","クリティカル威力耐性ダウン","","","false","false","1","453","skill","long_tail"
"addState","self","guts","ガッツ<低確率>","INDIVIDUALITIE|checkIndvType","INDIVIDUALITIE|checkIndvType","false","false","1","455","skill","cosmetic"
"addState","ptAll","addIndividuality","特性付与〔新選組〕","","","false","true","1","456","skill","long_tail"
"addStateShort","ptAll","upCommandall","Quick Up","","","false","true","1","456","np","handled"
"subState","ptAll","","","","","false","true","1","456","np","long_tail"
"addState","ptAll","addIndividuality","特性付与〔エリザベート〕","","","false","false","1","457","skill","long_tail"
"addState","ptOther","downTolerance","Mental Debuff Resist Down","","","false","false","1","457","skill","cosmetic"
"lossHpPerSafe","self","","","","","false","false","1","458","skill","long_tail"
"addStateShort","self","selfturnendFunction","自焼","","","false","false","1","458","skill","long_tail"
"addStateShort","self","treasureDevicePostAfterFunction","宝具使用時NP還元","","","false","false","1","459","skill","long_tail"
"addStateShort","self","treasureDevicePostAfterFunction","宝具使用時チャージ還元","checkIndvType","checkIndvType","false","false","1","459","skill","long_tail"
"addState","self","upDefence","防御力アップ〔七騎士クラス〕","","","false","false","1","459","skill","cosmetic"
"addState","self","subSelfdamage","結界作成","","","false","false","1","460","passive","long_tail"
"addState","self","avoidState","結界作成","","","false","false","1","460","passive","cosmetic"
"addState","self","avoidState","","","","false","false","1","460","passive","cosmetic"
"addStateShort","self","reduceHp","HP Loss Per Turn","","","false","false","1","461","skill","cosmetic"
"addState","self","specialInvincible","Anti-Enforcement DEF","","","false","false","1","461","skill","cosmetic"
"addState","self","delayFunction","エニス・グイトリン","","","false","false","1","461","skill","long_tail"
"addState","self","multiGutsBeforeFunction","騎士叙勲","","","false","false","1","461","passive","cosmetic"
"addStateShort","ptAll","commandattackAfterFunctionMainOnly","Bonus Effect with Normal Attack","","","false","false","1","462","skill","long_tail"
"addState","enemyAll","attackAfterFunctionMainOnly","Bonus Effect when Attacking","","","false","false","1","462","skill","long_tail"
"addState","enemyAll","reduceHp","灰桜","","","false","false","1","462","np","cosmetic"
"addStateShort","self","upNpdamage","NP Strength Up","ProgressSelfTurn","INDIVIDUALITIE_MULTI_OR|ProgressSelfTurn","false","false","1","462","passive","handled"
"addState","ptSelfAnotherFirst","addMaxhp","Max HP Plus","","","false","false","1","463","np","cosmetic"
"forceInstantDeath","self","","","","","false","true","1","463","np","handled"
"addState","ptOtherFull","upTolerance","Debuff Resist Up","","","false","false","1","463","passive","long_tail"
"addStateShort","ptAll","commandattackAfterFunctionMainOnly","Normal Quick Attack Bonus Effect","","","false","false","1","464","skill","long_tail"
"addStateShort","self","tdTypeChangeArts","","INDIVIDUALITIE","DisplayCardBottomImageName|INDIVIDUALITIE","false","false","1","464","skill","handled"
"addStateShort","self","delayFunction","冥界の花園","","","false","false","1","464","skill","long_tail"
"addStateShort","ptAll","commandattackAfterFunctionMainOnly","Bonus Effect with Critical ATK","","","false","false","1","464","np","long_tail"
"addState","ptFull","upGainHp","HP Recovery Up","ProgressSelfTurn","ProgressSelfTurn","false","false","1","464","passive","long_tail"
"addStateShort","ptFull","upDropnp","NP Gain Up","","","false","false","1","464","passive","handled"
"addStateShort","enemyAll","downDefenceNpdamage","宝具威力耐性ダウン","","","false","false","1","467","np","long_tail"
"addState","ptOther","avoidance","Evade","ProgressSelfTurn","ProgressSelfTurn","false","true","1","468","skill","cosmetic"
"addStateShort","self","upDamage","威力アップ〔中立〕","","","false","false","1","469","skill","handled"
"addStateShort","self","attackBeforeFunctionMainOnly","Pre-ATK Damage Bonus Effect","","","false","false","1","469","skill","long_tail"
"addStateShort","ptAll","hpReduceToRegain","〔呪い〕回復化","","","false","false","1","469","np","cosmetic"
"addState","self","gutsFunction","Activate when Guts is Triggered (Buster Up)","","","false","false","1","47","skill","long_tail"
"addState","ptOther","downDefence","DEF Down","ProgressSelfTurn","ProgressSelfTurn","false","false","1","49","skill","handled"
"addStateShort","self","upDamageIndividuality","STR Up (Burn)","","","false","false","1","56","skill","handled"
"addStateShort","self","upDamage","STR Up vs. Male","","","false","false","1","60","skill","handled"
"addState","enemyAll","addIndividuality","","","","false","true","1","61","skill","long_tail"
"addState","self","fieldIndividuality","フィールドセット〔ハロウィン〕","","","false","false","1","61","np","long_tail"
"addStateShort","self","commandattackBeforeFunction","Pre-ATK Damage Bonus Effect (ATK Up)","","","false","false","1","68","skill","long_tail"
"addState","ptOne","downTolerance","Increase Buff Success Rate when receiving a Buff","","","false","false","1","70","skill","cosmetic"
"addState","enemyAll","downAtk","ATK Down","","","false","true","1","71","skill","cosmetic"
"addStateShort","self","upGrantstate","Debuff Chance Up","","","false","true","1","81","skill","cosmetic"
"addStateShort","ptAll","upChagetd","Overcharge Lv. Up","","","false","true","1","9","skill","handled"
"addStateShort","ptOne","upDamage","Strength Up (Heaven attribute)","","","false","false","1","90","skill","handled"
"lossNp","ptOne","","","","","false","false","1","91","skill","cosmetic"
"delayNpturn","ptOne","","","","","false","false","1","91","skill","long_tail"
"addState","enemy","downDropnp","NP Gain Down","","","false","true","1","93","skill","cosmetic"
"addState","enemy","downDropnp","NP Gain Down","","","false","false","1","93","skill","cosmetic"
